event_num,x,y,d,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future
,,,,basin discharge,basin discharge,basin discharge,Max_Specific_Discharge,Max_Specific_Discharge,Max_Specific_Discharge,Min_Specific_Discharge,Min_Specific_Discharge,Min_Specific_Discharge,Most_Urban_S27,Most_Urban_S27,Most_Urban_S27,Least_Urban_S28,Least_Urban_S28,Least_Urban_S28,basin discharge,basin discharge,basin discharge,Max_Specific_Discharge,Max_Specific_Discharge,Max_Specific_Discharge,Min_Specific_Discharge,Min_Specific_Discharge,Min_Specific_Discharge,Most_Urban_S27,Most_Urban_S27,Most_Urban_S27,Least_Urban_S28,Least_Urban_S28,Least_Urban_S28
,,,,total_discharge,max_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,total_discharge,max_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient,max_discharge,total_discharge,runoff_coefficient
01,0,3500,3500.0,115779.35470544071,6.8130927085876465,0.3435610385908489,0.64,4887.74,0.555,0.03,86.48,0.02,0.67,8158.999999999999,0.445,0.03,86.48,0.02,208178.58377801464,32.39296340942383,0.5073506770428847,2.09,4201.2,0.65,0.1,178.6,0.034,3.43,14194.199999999999,0.618,0.1,178.6,0.034
01,0,4000,4000.0,129447.76874591262,7.083785057067871,0.3636207445202661,0.77,5122.26,0.567,0.02,82.72,0.02,0.67,8052.4,0.44,0.02,82.72,0.02,216534.71817146766,29.744449615478516,0.5225740869181223,2.04,4382.64,0.661,0.11,186.12,0.034,3.87,15071.6,0.638,0.11,186.12,0.034
01,0,4500,4500.0,145734.4746830773,7.4579291343688965,0.3866934453094018,1.3,6257.68,0.615,0.01,78.96,0.019,0.67,8126.2,0.441,0.01,78.96,0.019,221935.52574601746,26.356298446655273,0.5322825395303789,2.6,6859.8,0.707,1.09,6924.61,0.129,4.26,16088.4,0.659,0.12,204.92000000000002,0.037
01,0,5000,5000.0,163314.57343627862,9.475642204284668,0.4126181628357749,1.35,6392.1,0.62,0.01,78.96,0.019,0.71,8864.2,0.46,0.01,78.96,0.019,223785.86662057578,21.076826095581055,0.536745093062674,2.47,7511.79,0.73,1.09,6924.61,0.129,3.96,17425.0,0.681,0.13,210.56000000000003,0.038
01,0,5500,5500.0,180241.05566692125,10.57320785522461,0.4374973705818036,0.97,5407.66,0.61,0.02,95.88,0.021,0.85,9971.2,0.488,0.02,95.88,0.021,223238.92282442193,20.001686096191406,0.5369686697269195,2.13,7653.93,0.737,0.11,236.88,0.04,3.67,18884.6,0.702,0.11,236.88,0.04
01,0,6000,6000.0,191746.4482863943,11.666488647460938,0.455091849688961,1.09,6168.3,0.609,0.03,99.64,0.022,0.86,12152.4,0.538,0.03,99.64,0.022,220235.76222596312,20.489046096801758,0.5354916917619129,1.75,7817.7,0.745,0.97,6694.38,0.127,3.01,19294.6,0.711,0.11,242.52,0.04
01,0,6500,6500.0,197805.3276483288,13.26207447052002,0.46301728808411435,0.64,3012.8,0.617,0.02,150.4,0.028,1.07,14448.4,0.58,0.02,150.4,0.028,216094.73186755786,20.62677764892578,0.5321075975760555,1.46,7545.780000000001,0.739,0.09,248.16,0.041,2.43,19614.4,0.717,0.09,248.16,0.041
01,0,7000,7000.0,198234.5710335034,12.097381591796875,0.4639188971499061,1.6,7416.0,0.665,0.02,165.44,0.03,1.85,16777.2,0.616,0.02,165.44,0.03,211426.48327265852,20.87394905090332,0.525657339797931,0.95,4546.8,0.686,0.08,250.04,0.041,2.21,18991.2,0.712,0.08,250.04,0.041
01,0,7500,7500.0,194080.32538887972,11.697662353515625,0.4560707320004755,1.29,7103.909999999999,0.655,0.07,223.72,0.035,2.51,18696.0,0.641,0.07,223.72,0.035,206510.24101978238,21.23528480529785,0.5188377066556507,1.09,4482.0,0.685,0.06,235.0,0.04,2.15,18318.8,0.706,0.06,235.0,0.04
01,0,8000,8000.0,186943.6335067173,12.862845420837402,0.446046194719795,1.24,8767.92,0.61,0.66,5295.29,0.099,2.11,18474.6,0.638,0.08,242.52,0.037,202679.9739540816,21.85496711730957,0.5091195516864045,1.41,5544.8,0.648,0.06,231.24,0.04,2.26,17933.4,0.702,0.06,231.24,0.04
01,0,8500,8500.0,178889.24534255578,13.524274826049805,0.43406366432044946,0.66,4892.3,0.55,0.05,238.76,0.036,1.45,17687.4,0.627,0.05,238.76,0.036,199954.0811582926,22.629844665527344,0.5006165113830742,1.8,8070.520000000001,0.659,0.07,227.48,0.04,2.35,17457.8,0.697,0.07,227.48,0.04
01,0,9000,9000.0,172200.06527387074,13.548521041870117,0.42362988083992126,0.38,2865.78,0.545,0.05,238.76,0.036,1.09,15817.8,0.6,0.05,238.76,0.036,200037.92576601173,23.873550415039062,0.4961946003142134,1.94,6272.7,0.662,0.07,227.48,0.04,2.13,16785.4,0.687,0.07,227.48,0.04
01,0,9500,9500.0,169179.7267002567,13.144289016723633,0.4203932174178691,0.47,3354.6900000000005,0.55,0.03,191.76,0.032,1.19,14087.6,0.571,0.03,191.76,0.032,203185.06594900243,24.8854923248291,0.49775536638691903,1.98,6342.3,0.664,0.07,216.19999999999996,0.039,1.9,16063.8,0.676,0.07,216.19999999999996,0.039
01,0,10000,10000.0,169124.90395958093,13.928683280944824,0.4201176222129855,0.67,4644.64,0.54,0.04,178.6,0.031,1.22,13612.000000000002,0.561,0.04,178.6,0.031,208755.47850313957,25.919132232666016,0.5055892915045976,2.3,7136.9,0.696,0.07,212.43999999999997,0.039,1.73,15112.6,0.656,0.07,212.43999999999997,0.039
01,0,10500,10500.0,170319.51391599985,15.910709381103516,0.4224358893059976,0.77,4787.64,0.551,0.04,169.2,0.03,1.21,13357.8,0.555,0.04,169.2,0.03,214439.95029702497,26.75388526916504,0.5143395952595368,2.33,7200.699999999999,0.699,0.06,193.64,0.037,1.76,14218.8,0.636,0.06,193.64,0.037
