,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future,future
07,90259.1142526402,10437.547576883726,29957.81062238809,18.18831443786621,0.7957334518432617,3.276787042617798,0.3431865183518446,0.1452593436156426,0.20538695367149815,4.16,0.08,0.35,12297.21,295.8,1402.86,0.629,0.189,0.41,0.08,0.0,0.0,389.62,5.64,15.04,0.037,0.006,0.007,3.72,0.13,0.52,11291.4,1205.4,3854.0,0.607,0.312,0.43,0.04,0.0,0.0,54.519999999999996,5.64,13.160000000000002,0.013,0.006,0.007,244422.94192864382,65526.76583209297,121767.6914372236,26.14931869506836,3.6444878578186035,12.412667274475098,0.4669973233426501,0.23921680911920384,0.35163551012385524,7.51,0.25,0.89,19997.25,1302.0,4359.99,0.747,0.203,0.611,0.26,0.01,0.02,1647.03,22.56,73.32,0.055,0.007,0.014,6.73,0.5,1.48,26477.8,6133.6,13259.400000000001,0.755,0.436,0.617,0.07,0.01,0.02,156.04,22.56,69.56,0.019,0.007,0.014
08,417255.7585480332,89279.59773961657,247779.90624482482,61.29742431640625,4.431954383850098,23.17403221130371,0.500462568821731,0.22555046934000472,0.41131084785989147,17.74,0.38,2.07,61547.58,1787.8,7931.5,0.849,0.357,0.643,0.51,0.01,0.04,2656.5,31.960000000000004,154.16,0.091,0.007,0.017,17.74,0.54,2.91,55021.99999999999,7486.600000000001,24977.2,0.826,0.373,0.675,0.19,0.01,0.04,298.92,31.960000000000004,135.36,0.021,0.007,0.016,316130.2120253212,30549.093906578288,48215.60359958894,57.72382736206055,1.9871268272399902,5.066894054412842,0.48348941710066945,0.1839674962971167,0.21824677430641268,11.6,0.11,1.15,38031.6,603.4,3998.46,0.861,0.246,0.471,0.79,0.0,0.01,2408.56,13.160000000000002,24.44,0.047,0.007,0.007,14.26,0.27,1.08,44247.2,3460.4,6527.2,0.846,0.364,0.445,0.1,0.0,0.01,251.92000000000002,13.160000000000002,24.44,0.021,0.007,0.007
09,756593.510481565,406682.1277955177,560004.9346188679,44.30482864379883,20.27101707458496,31.91265869140625,0.5715897447996955,0.5026884798159555,0.5429515216255153,7.48,0.62,1.73,57451.44,6528.2,13163.489999999998,0.854,0.682,0.812,0.07,0.02,0.04,449.32,204.92000000000002,312.08,0.021,0.019,0.021,6.32,1.99,3.72,69257.2,35506.0,53431.2,0.845,0.772,0.82,0.07,0.02,0.04,449.32,204.92000000000002,312.08,0.021,0.019,0.021,626583.1272074337,150238.49446929284,325650.70593484514,54.859275817871094,8.079160690307617,30.10533905029297,0.5600398153960967,0.37000749042972475,0.4750597527653083,9.92,0.21,1.71,59235.81,2522.8,9020.200000000003,0.867,0.574,0.722,0.64,0.01,0.04,4640.02,73.32,178.6,0.059,0.014,0.019,12.0,0.79,3.83,63049.8,13333.200000000003,30438.399999999998,0.864,0.611,0.756,0.11,0.01,0.04,376.0,73.32,178.6,0.022,0.014,0.019
10,1188426.8858042508,564682.0578294155,847894.1729466098,61.27571105957031,22.425003051757812,36.023555755615234,0.5988848666270032,0.5121359302522906,0.5701044326528372,11.68,0.65,1.88,118814.42999999998,8832.6,20866.1,0.879,0.382,0.815,0.07,0.02,0.04,671.16,302.68,466.24,0.023,0.02,0.022,10.62,2.28,4.64,114217.8,51127.0,79802.4,0.881,0.772,0.842,0.07,0.02,0.04,671.16,302.68,466.24,0.023,0.02,0.022,1150328.3045093545,714603.8289565687,1022568.1152502259,55.63160705566406,34.17962646484375,45.05940246582031,0.619202848476162,0.5422723382304514,0.5886140675532414,8.72,1.13,2.93,92136.78,10392.2,30172.5,0.901,0.529,0.825,0.1,0.04,0.06,637.32,355.32,547.08,0.023,0.021,0.022,9.78,3.85,6.26,108830.4,61278.6,92094.2,0.893,0.818,0.87,0.1,0.04,0.06,637.32,355.32,547.08,0.023,0.021,0.022
11,240859.77750758044,52470.965211039525,136333.7461766248,32.070125579833984,2.672874689102173,10.280180931091309,0.4460836960795253,0.21840545620146185,0.3394455941244409,3.66,0.16,0.74,17646.4,1171.8,4088.0,0.724,0.339,0.56,0.37,0.0,0.02,2284.59,24.44,73.32,0.051,0.007,0.013,4.45,0.37,1.4,26010.4,6715.8,13981.0,0.728,0.429,0.595,0.04,0.0,0.01,148.52,24.44,67.68,0.017,0.007,0.012,31294.43416787508,8442.647358629427,17502.224103455956,9.05505657196045,0.7088304162025452,2.071197986602783,0.2919704627578818,0.16482011459996318,0.20099698163774105,5.4,0.06,0.37,10671.06,187.6,1164.93,0.614,0.167,0.448,0.08,0.0,0.0,283.36,3.76,10.640000000000002,0.124,0.006,0.007,2.68,0.14,0.43,5772.8,861.0,2386.2,0.509,0.278,0.405,0.01,0.0,0.0,18.8,3.76,7.52,0.007,0.006,0.007
12,737310.6419250204,300035.0472149456,513267.57880834176,44.16115188598633,14.777434349060059,27.002727508544922,0.5481696701661323,0.3946229697603717,0.4862869238266634,4.59,0.29,1.11,60800.43,4954.6,12230.1,0.827,0.392,0.717,0.05,0.01,0.03,417.36000000000007,161.68,300.8,0.021,0.015,0.019,6.46,1.43,2.86,72578.2,28486.8,51127.0,0.816,0.639,0.761,0.05,0.01,0.03,417.36000000000007,161.68,300.8,0.021,0.015,0.019,1202787.123884553,487012.39624112286,595161.4871079162,53.63384246826172,13.886341094970703,27.28658676147461,0.6293993148687103,0.5217273284307611,0.5517832826288237,4.3,0.58,1.32,57830.45,7382.2,14183.36,0.899,0.605,0.803,0.06,0.02,0.04,1020.84,251.92000000000002,340.28,0.036,0.02,0.021,7.09,1.7,3.14,110085.0,44337.4,56858.8,0.902,0.784,0.824,0.06,0.02,0.04,1020.84,251.92000000000002,340.28,0.036,0.02,0.021
13,17523.36572282502,824.3500274437793,5600.030392424378,6.85855770111084,0.04263829067349434,0.9019062519073486,0.29066409514068225,0.07161574102269035,0.17353401902866952,1.46,0.01,0.16,1960.17,9.12,309.0,0.583,0.037,0.349,0.07,0.0,0.0,106.26,0.0,3.76,0.109,0.001,0.013,2.13,0.01,0.16,3394.7999999999997,24.6,721.6,0.552,0.056,0.351,0.02,0.0,0.0,11.28,0.0,3.76,0.008,0.003,0.007,27075.088215032574,40.657012844076235,3020.647760711731,10.741065979003906,0.0014897118089720607,0.5812267661094666,0.3044764401328619,0.018929794425206176,0.1743698026277567,3.39,0.01,0.19,5124.57,7.18,342.99000000000007,0.587,0.014,0.421,0.06,0.0,0.0,88.55,0.0,3.59,0.077,0.001,0.008,3.38,0.0,0.14,4633.0,0.0,401.8,0.562,0.002,0.315,0.02,0.0,0.0,13.160000000000002,0.0,1.88,0.008,0.001,0.007
14,575449.7348986409,307624.33453813917,421340.0288153298,37.0280876159668,11.219953536987305,27.79137420654297,0.540124821579204,0.433207231281104,0.4903870874816192,8.23,0.69,1.56,45470.67,5073.6,9648.0,0.842,0.599,0.744,0.07,0.02,0.04,338.4,150.4,225.6,0.021,0.016,0.019,6.35,1.7,3.49,58736.59999999999,28060.4,40508.0,0.825,0.688,0.764,0.07,0.02,0.04,338.4,150.4,225.6,0.021,0.016,0.019,401914.74241830787,62950.909301559645,213302.81473250917,66.07109069824219,2.7307016849517822,16.399276733398438,0.49056244236288976,0.20296606958769314,0.3906509123039303,13.96,0.22,1.53,50647.98,419.5199999999999,5954.43,0.831,0.075,0.629,0.61,0.0,0.03,3258.64,24.44,129.72,0.047,0.007,0.016,17.45,0.4,2.22,46961.4,5838.4,22205.6,0.825,0.374,0.648,0.16,0.0,0.03,253.80000000000004,24.44,112.8,0.02,0.007,0.015
15,304072.1716594821,128140.78300198223,184792.4150178835,32.00425338745117,3.4745113849639893,15.010969161987305,0.4856294120663325,0.3378391097381907,0.40711026010945567,5.27,0.24,0.79,38210.13,1993.6,4749.8,0.804,0.466,0.666,0.2,0.01,0.02,2443.98,63.92000000000001,101.52,0.046,0.013,0.016,4.62,0.67,1.56,30372.8,13218.4,19302.8,0.777,0.583,0.681,0.05,0.01,0.02,163.56,63.92000000000001,101.52,0.019,0.013,0.016,269367.7343606251,37407.209234219044,169072.20191287028,19.688053131103516,1.4655998945236206,7.7397894859313965,0.46276837302447493,0.18271945739677545,0.3889945674718765,3.46,0.15,0.61,24541.68,968.8,3911.6,0.745,0.259,0.598,0.12,0.0,0.02,920.92,18.8,109.03999999999999,0.037,0.007,0.016,2.86,0.3,1.2,25461.0,4657.6,16834.6,0.733,0.379,0.637,0.04,0.0,0.02,142.88,18.8,94.0,0.018,0.007,0.015
16,516664.19205034804,204424.5092572788,340435.4230525455,54.403621673583984,9.614114761352539,21.26763343811035,0.567056218492508,0.4029251643052473,0.5017356886953531,6.16,0.58,1.69,49396.8,3200.4,9984.74,0.864,0.652,0.768,0.75,0.01,0.04,7066.29,99.64,189.88,0.07,0.016,0.02,9.57,1.52,2.85,55292.600000000006,18277.8,33349.4,0.87,0.652,0.787,0.09,0.01,0.04,323.36,99.64,186.12,0.022,0.016,0.02,370951.64907045546,128429.18767436626,209869.66815053456,53.45952606201172,13.8123140335083,28.78963851928711,0.5133891042639191,0.3534365781991158,0.4429932614848463,11.39,0.8,2.48,38860.59,2851.8,7252.23,0.842,0.486,0.723,0.65,0.01,0.04,3170.09,58.28,114.68,0.055,0.012,0.018,9.8,1.47,4.09,39368.2,11922.8,20975.6,0.828,0.596,0.736,0.08,0.01,0.04,235.0,58.28,110.92,0.021,0.012,0.017
17,485457.1014668163,163255.30656924017,328272.0893769616,49.5639533996582,9.996517181396484,24.162296295166016,0.5479035417742958,0.37335470047092945,0.46773688485718284,7.87,0.29,1.41,53176.99999999999,2706.1999999999994,6868.4,0.854,0.512,0.724,0.37,0.01,0.03,2780.47,84.6,184.24,0.049,0.014,0.019,8.73,0.95,2.99,53341.0,15973.6,32332.6,0.841,0.611,0.759,0.09,0.01,0.03,315.84,84.6,182.36,0.021,0.014,0.019,284895.0923984735,15177.237798962824,79094.13103208886,32.13120651245117,0.7364805340766907,7.151506423950195,0.45787892165738847,0.12620517697244285,0.2562216955739744,2.5,0.08,0.66,18529.32,313.6000000000001,3466.4,0.74,0.125,0.541,0.17,0.0,0.01,1080.31,7.52,47.0,0.037,0.006,0.01,4.98,0.08,1.06,28757.4,1410.4,9405.4,0.717,0.227,0.508,0.07,0.0,0.01,178.6,7.52,35.72,0.019,0.006,0.009
18,69880.71412206336,36162.8763957764,52807.59272778596,15.41018009185791,7.688796520233154,12.205523490905762,0.3134371765813427,0.23381427670906355,0.2612086110333804,1.78,0.4,0.6,2320.59,700.0,1030.4,0.558,0.446,0.487,0.04,0.01,0.02,39.48,13.160000000000002,22.56,0.011,0.007,0.008,2.8,1.2,1.8,9028.2,4059.0,6084.4,0.582,0.492,0.53,0.04,0.01,0.02,39.48,13.160000000000002,22.56,0.011,0.007,0.008,26343.757825056673,3103.8167567814526,9548.031177613302,5.872452259063721,0.3460741341114044,1.8720732927322388,0.26168583390327244,0.12383571050777684,0.19260749405270391,1.57,0.05,0.28,2786.43,88.2,394.8,0.547,0.16,0.42,0.07,0.0,0.0,106.26,1.88,6.08,0.078,0.007,0.008,1.52,0.04,0.31,3927.8,155.8,1172.6,0.539,0.135,0.414,0.01,0.0,0.0,13.160000000000002,1.88,5.64,0.008,0.006,0.007
19,103640.2434119198,8107.875648670597,43114.667364017805,36.576393127441406,1.6019309759140015,11.894580841064453,0.3323771872119176,0.15283034442397478,0.2349022818166158,3.0,0.1,0.89,4078.5599999999995,130.2,1013.6,0.651,0.157,0.467,0.87,0.0,0.02,1310.54,1.88,20.68,0.037,0.006,0.008,7.01,0.21,2.65,13128.200000000003,656.0,5518.6,0.667,0.303,0.516,0.12,0.0,0.02,75.2,1.88,18.8,0.017,0.006,0.008,74762.24422483065,10590.97698572441,39710.34365805244,31.18890953063965,0.9205957055091858,5.958122730255127,0.30876881988026716,0.16143882757672964,0.22800045453392656,4.11,0.16,0.6,9519.57,568.56,1839.6,0.704,0.21,0.458,0.67,0.0,0.01,726.11,5.64,18.8,0.026,0.006,0.007,8.99,0.14,1.02,12291.8,885.6000000000001,5141.4,0.682,0.285,0.485,0.18,0.0,0.01,86.48,3.76,18.8,0.017,0.006,0.007
20,1.8238904504819686,0.0,0.0,2.6760159016703255e-05,0.0,0.0,0.010406299553327746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2371.59988487698,0.005057282123743789,17.774347438585636,0.4828817546367645,2.703657742131327e-07,0.0008499386021867394,0.22073582854614426,3.542159245998311e-05,0.018616701513390545,0.47,0.0,0.01,1054.8,0.0,4.56,0.507,0.0,0.04,0.0,0.0,0.0,6.02,0.0,0.0,0.083,0.0,0.002,0.29,0.0,0.0,664.2,0.0,0.0,0.424,0.0,0.006,0.0,0.0,0.0,1.88,0.0,0.0,0.008,0.0,0.002,705.816953536123,0.38916225023513107,21.284844068304665,0.11167565733194351,5.306957518769195e-06,0.0007257207180373371,0.1288837295199693,0.0007517990328967015,0.016354232369152486,0.05,0.0,0.0,60.9,0.0,0.0,0.346,0.002,0.01,0.0,0.0,0.0,6.02,0.0,0.0,0.075,0.002,0.006,0.04,0.0,0.0,98.4,0.0,0.0,0.213,0.002,0.013,0.0,0.0,0.0,1.88,0.0,0.0,0.008,0.001,0.004
22,31129.1914167058,4648.705736726166,8846.334169132122,9.562088012695312,0.9760103225708008,2.4280812740325928,0.2624791861766366,0.1477980411894468,0.20283622534406712,1.36,0.06,0.23,3854.0,130.2,383.6000000000001,0.543,0.169,0.437,0.09,0.0,0.0,177.1,1.88,5.64,0.033,0.007,0.007,1.49,0.09,0.48,4280.4,360.8,1295.6,0.524,0.299,0.433,0.01,0.0,0.0,15.04,1.88,5.64,0.007,0.006,0.007,5761.116963435051,0.028728916866782583,689.5248961401421,1.3363484144210815,5.226075927566853e-07,0.053063638508319855,0.22909176831359707,4.145173113492125e-05,0.08768195978646111,0.39,0.0,0.05,1041.4,0.0,81.88,0.493,0.001,0.2,0.0,0.0,0.0,13.48,0.0,0.0,0.097,0.001,0.01,0.4,0.0,0.01,1057.8,0.0,8.2,0.418,0.0,0.04,0.0,0.0,0.0,3.76,0.0,0.0,0.007,0.0,0.005
23,113728.91379161229,29211.457448397414,52579.29184791428,24.86111068725586,2.3296310901641846,4.331728935241699,0.33702330378767104,0.19332950199959692,0.2230457573353203,2.83,0.13,0.41,12059.88,712.6,1835.4600000000003,0.63,0.392,0.447,0.24,0.0,0.01,814.66,13.160000000000002,24.44,0.024,0.007,0.007,3.91,0.41,0.73,14727.2,3501.3999999999996,6322.2,0.626,0.398,0.458,0.05,0.0,0.01,73.32,13.160000000000002,24.44,0.013,0.007,0.007,98162.02479083149,12478.435819715924,26170.846137194167,12.382047653198242,0.7227161526679993,2.663278341293335,0.31784419037405326,0.14694316361888335,0.18956436892616557,1.02,0.13,0.42,4690.62,251.68,1100.04,0.594,0.138,0.41,0.15,0.0,0.01,708.4,5.64,16.92,0.035,0.006,0.007,1.88,0.09,0.62,12718.2,1098.8,3444.0,0.584,0.263,0.4,0.03,0.0,0.01,60.16,5.64,13.160000000000002,0.012,0.006,0.007
24,708148.5838126403,372086.7548324277,476799.94113842404,46.576812744140625,16.378070831298828,25.506746292114258,0.5340061481291288,0.4371703312827158,0.47665760410248476,6.78,0.57,1.32,68347.0,6133.4,11304.2,0.821,0.59,0.711,0.7,0.02,0.03,9970.73,197.4,257.56,0.065,0.016,0.018,8.34,1.98,2.9,79261.2,36440.8,46010.2,0.82,0.696,0.737,0.08,0.02,0.03,458.72,197.4,257.56,0.021,0.016,0.018,802884.8786203668,536300.7773953157,735163.0392641921,58.75322341918945,22.511932373046875,35.457881927490234,0.5592051637129346,0.47673072007004264,0.5282798907947145,12.18,0.73,3.11,95995.59,9217.6,26540.01,0.859,0.465,0.806,0.09,0.03,0.05,492.56,266.96,394.8,0.021,0.018,0.02,10.77,2.2,5.0,85370.2,46863.0,68543.8,0.853,0.734,0.804,0.09,0.03,0.05,492.56,266.96,394.8,0.021,0.018,0.02
25,579865.1027756201,441550.23588692455,521409.3960841099,36.84457015991211,12.282437324523926,22.352846145629883,0.56074322676172,0.510038469269557,0.5403920961274474,2.49,0.36,0.93,22161.0,7324.8,8862.0,0.828,0.32,0.8,0.38,0.01,0.03,7810.11,221.84,276.36,0.067,0.019,0.02,4.86,1.08,2.26,54341.4,40040.6,48265.2,0.835,0.78,0.813,0.06,0.01,0.03,315.84,221.84,276.36,0.021,0.019,0.02,396586.2431156209,101660.61444282389,264128.7193286466,43.72566604614258,5.727654457092285,18.769750595092773,0.5123548306018396,0.2849092519303387,0.44336904299372154,5.76,0.35,1.22,33243.78,1806.0,6692.0,0.801,0.257,0.711,0.62,0.01,0.03,2780.47,48.88,137.24,0.069,0.01,0.017,6.7,0.71,2.51,40171.8,11529.2,26043.2,0.792,0.524,0.715,0.09,0.01,0.03,227.48,48.88,137.24,0.02,0.01,0.017
